match, AP, AWins, BOB, COL, CPA, CPR, ChessA, ChessAB, ChessB, DCI, DOL, DUN, MOR, PGH, RPIA, RPIAB, RPIB, RTH, SAG, WLK
H_503_627, 0.5, 1, 0.506929704849, 0.507050699029, 0.5, 0.5, 85.032644, 0.499860739657, 85.008452, 0.5, 0.50371443997, 0.496829108138, 0.49286725232, 0.5, 0.482713152, 0.500101403509, 0.500328746, 0.50026608369, 0.500263427285, 0.502658351768
H_503_635, 0.5, 0, 0.48631641191, 0.483746376814, 0.5, 0.5, 85.032644, 0.482850151377, 82.052241, 0.5, 0.489880141197, 0.48994126573, 0.488931656506, 0.5, 0.482713152, 0.499838940459, 0.454734243, 0.486062107052, 0.486897946054, 0.485930406583
H_503_639, 0.5, 1, 0.526315308147, 0.530005969903, 0.5, 0.5, 85.032644, 0.522759694243, 88.989142, 0.5, 0.527732420197, 0.510350479431, 0.517530409006, 0.5, 0.482713152, 0.500350307727, 0.543567847, 0.522485864828, 0.527306993032, 0.533003929627
H_503_661, 0.5, 1, 0.499740516847, 0.498687937257, 0.5, 0.5, 85.032644, 0.502891358411, 85.53493, 0.5, 0.500524313301, 0.495270844108, 0.496928073449, 0.5, 0.482713152, 0.499941882327, 0.472617078, 0.502686404937, 0.501588465223, 0.501588465223
H_503_669, 0.5, 0, 0.506655960356, 0.505661830135, 0.5, 0.5, 85.032644, 0.507439408478, 86.325097, 0.5, 0.506988707943, 0.496307776115, 0.503752481625, 0.5, 0.482713152, 0.500156570641, 0.509912259, 0.511444703519, 0.512471666769, 0.509288807402
H_503_690, 0.5, 1, 0.513422038589, 0.516425134538, 0.5, 0.5, 85.032644, 0.512384740865, 87.184534, 0.5, 0.515642584703, 0.523765104198, 0.505535924192, 0.5, 0.482713152, 0.50024421611, 0.525137839, 0.513233155725, 0.515767191261, 0.51761986242
H_503_704, 0.5, 0, 0.507754829603, 0.511621858675, 0.5, 0.5, 85.032644, 0.498396116829, 84.75402, 0.5, 0.510075739935, 0.508890613513, 0.493400976971, 0.5, 0.482713152, 0.500257323043, 0.527414747, 0.501335986785, 0.500791844022, 0.505649496514
H_503_718, 0.5, 1, 0.49922295167, 0.499473658483, 0.5, 0.5, 85.032644, 0.495638076191, 84.274881, 0.5, 0.497664511721, 0.486237662134, 0.487900736317, 0.5, 0.482713152, 0.499929154529, 0.470406033, 0.494784822991, 0.495595816704, 0.497134937574
H_503_719, 0.5, 0, 0.505838504292, 0.505938228695, 0.5, 0.5, 85.032644, 0.502677696657, 85.497812, 0.5, 0.511509616605, 0.506599023029, 0.503458598381, 0.5, 0.482713152, 0.50019027084, 0.515766584, 0.506552443594, 0.507874554435, 0.508155893404
H_503_740, 0.5, 1, 0.471707754982, 0.472791819107, 0.5, 0.5, 85.032644, 0.447854747502, 75.941028, 0.5, 0.471570669625, 0.469576119132, 0.459190144079, 0.5, 0.482713152, 0.499660776878, 0.423784051, 0.468341706522, 0.470334679381, 0.470334679381
H_503_798, 0.5, 1, 0.503684990026, 0.502394931191, 0.5, 0.5, 85.032644, 0.509088764261, 86.611698, 0.5, 0.508661566906, 0.520338836593, 0.503165635193, 0.5, 0.482713152, 0.500082285169, 0.49700755, 0.508252013188, 0.511012065575, 0.508720817671
H_503_836, 0.5, 0, 0.527706860538, 0.528505262241, 0.5, 0.5, 85.032644, 0.527459820092, 89.807708, 0.5, 0.527375228664, 0.508312790912, 0.511771232184, 0.5, 0.482713152, 0.500347164354, 0.543021787, 0.523863011995, 0.530268440174, 0.533814375666
H_503_851, 0.5, 0, 0.485598939197, 0.484224852294, 0.5, 0.5, 85.032644, 0.485691913525, 82.546396, 0.5, 0.486717045341, 0.476698390917, 0.482848594866, 0.5, 0.482713152, 0.499782825633, 0.444986098, 0.491240828584, 0.491564365522, 0.487140597462
H_504_506, 0.40264513391, 1, 0.432918606967, 0.437615229881, 0.5, 0.5, 93.527848, 0.42664868585, 80.692808, 0.5, 0.434866879787, 0.431206807764, 0.417532039241, 0.5, 0.57880327, 0.499317669137, 0.460270185, 0.428650136523, 0.431932412915, 0.432750530423
H_504_515, 0.40264513391, 0, 0.468277933946, 0.464831809368, 0.5, 0.5, 93.527848, 0.467395657472, 87.855845, 0.5, 0.466787458799, 0.472611015236, 0.468866898974, 0.5, 0.57880327, 0.499739655713, 0.533576831, 0.470794516159, 0.4678852832, 0.460000339099
H_504_518, 0.498371174234, 1, 0.502273536888, 0.504832732598, 0.5, 0.5, 93.527848, 0.492840744888, 92.284073, 0.5, 0.506618212803, 0.519025473947, 0.494014258584, 0.5, 0.57880327, 0.500009909802, 0.580524779, 0.501752008593, 0.500535644543, 0.494085961697
H_504_529, 0.40264513391, 1, 0.451900112285, 0.456815086156, 0.5, 0.5, 93.527848, 0.448879547742, 84.616177, 0.5, 0.46048937908, 0.462529810329, 0.450193573427, 0.5, 0.57880327, 0.49955527349, 0.501546342, 0.456259221968, 0.45897335975, 0.45326428507
H_504_592, 0.513412602794, 0, 0.519960112812, 0.523097416721, 0.5, 0.5, 93.527848, 0.514955565225, 96.126671, 0.5, 0.527036166432, 0.523475702846, 0.516568856283, 0.5, 0.57880327, 0.500227084939, 0.618251967, 0.518845229806, 0.524978603868, 0.52163235569
H_504_604, 0.497594688566, 0, 0.522501073437, 0.525636921069, 0.5, 0.5, 93.527848, 0.513892616361, 95.941864, 0.5, 0.524328159662, 0.533229186632, 0.511114286824, 0.5, 0.57880327, 0.500453159134, 0.657525096, 0.520076878466, 0.519875100851, 0.520231676518
H_504_640, 0.541061928997, 0, 0.552968830037, 0.556074587552, 0.5, 0.5, 93.527848, 0.53615795427, 99.820112, 0.5, 0.556074587552, 0.554402258094, 0.544198057671, 0.5, 0.57880327, 0.500442804624, 0.655726332, 0.551864536742, 0.554036457633, 0.550719725163
H_504_655, 0.499172248267, 0, 0.503475401855, 0.501535802187, 0.5, 0.5, 93.527848, 0.503475149375, 94.131553, 0.5, 0.504259603329, 0.49783709862, 0.507793432575, 0.5, 0.57880327, 0.49995830666, 0.571560395, 0.505597150862, 0.505807302356, 0.503762545305
H_504_672, 0.40264513391, 1, 0.459244976514, 0.462368794843, 0.5, 0.5, 93.527848, 0.45519836431, 85.724077, 0.5, 0.465665434552, 0.48969748398, 0.456279100363, 0.5, 0.57880327, 0.499616731235, 0.512222653, 0.459495761497, 0.462779476051, 0.457257902654
H_504_674, 0.40264513391, 1, 0.481855292044, 0.477879382841, 0.5, 0.5, 93.527848, 0.483135680822, 90.597104, 0.5, 0.482533583303, 0.504705424435, 0.484654785044, 0.5, 0.57880327, 0.499670568726, 0.521575188, 0.485225473179, 0.485130163244, 0.481038825241
H_504_675, 0.501745337843, 0, 0.513755584692, 0.509178279291, 0.5, 0.5, 93.527848, 0.510454313592, 95.344213, 0.5, 0.51432517924, 0.531725446849, 0.515060255889, 0.5, 0.57880327, 0.500192782367, 0.612292999, 0.51452361938, 0.515757226106, 0.514371159858
H_504_682, 0.40264513391, 1, 0.468872049429, 0.475351823465, 0.5, 0.5, 93.527848, 0.450523348311, 84.904654, 0.5, 0.472303013285, 0.459176747211, 0.446227786455, 0.5, 0.57880327, 0.499619465795, 0.512697695, 0.463967768829, 0.469058098091, 0.468110767985
H_504_720, 0.40264513391, 1, 0.490413601633, 0.491883561417, 0.5, 0.5, 93.527848, 0.480447845454, 90.129558, 0.5, 0.493555925092, 0.496179683468, 0.482425670856, 0.5, 0.57880327, 0.499945249598, 0.569292151, 0.493789055934, 0.489007391735, 0.483680846516
H_504_721, 0.530128991077, 1, 0.533017396429, 0.533932197973, 0.5, 0.5, 93.527848, 0.516656393628, 96.422431, 0.5, 0.530173469859, 0.520707363478, 0.512347125204, 0.5, 0.57880327, 0.500440454855, 0.655318135, 0.527713820332, 0.53187798895, 0.526560241257
H_504_737, 0.40264513391, 1, 0.493048912344, 0.492711985399, 0.5, 0.5, 93.527848, 0.488757226811, 91.574449, 0.5, 0.494416409871, 0.512573622832, 0.489539583988, 0.5, 0.57880327, 0.499958316072, 0.57156203, 0.492849868141, 0.494128728459, 0.486881601977
H_504_769, 0.40264513391, 1, 0.480087716375, 0.479176798282, 0.5, 0.5, 93.527848, 0.479161283753, 89.905694, 0.5, 0.480833715323, 0.497000884038, 0.479487815194, 0.5, 0.57880327, 0.49975699711, 0.536589341, 0.483687871163, 0.482220430793, 0.478167393696
H_504_775, 0.40264513391, 1, 0.469470297148, 0.467637235908, 0.5, 0.5, 93.527848, 0.47267896495, 88.776966, 0.5, 0.476289722608, 0.481937083946, 0.467214108432, 0.5, 0.57880327, 0.499596090967, 0.508637069, 0.472356356583, 0.47646614334, 0.475093078967
H_504_790, 0.40264513391, 1, 0.49736145368, 0.495740676495, 0.5, 0.5, 93.527848, 0.48717140738, 91.298804, 0.5, 0.498526866921, 0.486208878435, 0.486532371496, 0.5, 0.57880327, 0.49984724944, 0.552267779, 0.495242817131, 0.494584778279, 0.49169315738
H_504_815, 0.40264513391, 1, 0.429294513217, 0.430360641599, 0.5, 0.5, 93.527848, 0.427638379191, 80.868465, 0.5, 0.431031006053, 0.439270137146, 0.428377031337, 0.5, 0.57880327, 0.499048508032, 0.413511986, 0.429100545721, 0.432385661132, 0.427292367044
H_504_821, 0.499172248267, 0, 0.5081211915, 0.516008178194, 0.5, 0.5, 93.527848, 0.498900828238, 93.336902, 0.5, 0.50851668781, 0.503716918823, 0.480723278949, 0.5, 0.57880327, 0.500263477782, 0.624574053, 0.50235887547, 0.50107999242, 0.503100777782
H_504_827, 0.40264513391, 0, 0.47702866895, 0.474732794657, 0.5, 0.5, 93.527848, 0.474951935522, 89.172908, 0.5, 0.474732794657, 0.491522787386, 0.473378419502, 0.5, 0.57880327, 0.499729583644, 0.531827133, 0.480740289829, 0.478106488758, 0.46841462097
H_504_853, 0.510501025525, 1, 0.515639167927, 0.519781482796, 0.5, 0.5, 93.527848, 0.508559921671, 95.015004, 0.5, 0.521934638848, 0.495372604795, 0.504904291342, 0.5, 0.57880327, 0.500181225165, 0.610285307, 0.513562558961, 0.517721240026, 0.516526010385
H_505_506, 0.5, 0, 0.511159118437, 0.512791763813, 0.5, 0.5, 76.75834, 0.522633140673, 80.692808, 0.5, 0.510891729129, 0.500224521711, 0.503604415194, 0.5, 0.368561717, 0.500527916182, 0.460270185, 0.507924977671, 0.509075438225, 0.512813275208
H_505_508, 0.5, 0, 0.509768128114, 0.510462674914, 0.5, 0.5, 76.75834, 0.515128304104, 79.387198, 0.5, 0.510198474608, 0.507501560809, 0.502925284801, 0.5, 0.368561717, 0.500492652617, 0.45414427, 0.506779398703, 0.506550854383, 0.509552328526
H_505_514, 0.5, 1, 0.499107317432, 0.499553348945, 0.5, 0.5, 76.75834, 0.481130973757, 73.478897, 0.5, 0.499554578822, 0.500449207271, 0.496658117207, 0.5, 0.368561717, 0.500121916214, 0.389740733, 0.497994903036, 0.497550985087, 0.497769814152
H_505_593, 0.5, 0, 0.521134597655, 0.524817266105, 0.5, 0.5, 76.75834, 0.521248924908, 80.451881, 0.5, 0.51769584499, 0.518339218586, 0.512824146444, 0.5, 0.368561717, 0.500670826466, 0.48509628, 0.510230950562, 0.509768128114, 0.515406911287
H_505_608, 0.5, 0, 0.505638540402, 0.507008131822, 0.5, 0.5, 76.75834, 0.505574062779, 77.726694, 0.5, 0.507215017299, 0.501575127666, 0.499552405776, 0.5, 0.368561717, 0.50036260577, 0.431552802, 0.502017793737, 0.502242806434, 0.505875286257
H_505_632, 0.5, 0, 0.506779398703, 0.506779398703, 0.5, 0.5, 76.75834, 0.516965769965, 79.706728, 0.5, 0.506076054589, 0.505435853398, 0.504285130605, 0.5, 0.368561717, 0.50034865241, 0.429128854, 0.504956227652, 0.505638540402, 0.508628300503
H_505_675, 0.599032894391, 0, 0.591370348919, 0.583884827382, 0.5, 0.5, 76.75834, 0.605385364999, 95.344213, 0.5, 0.589745058961, 0.599864292488, 0.600509880084, 0.5, 0.368561717, 0.501403026359, 0.612292999, 0.593191344842, 0.592262605744, 0.593729002189
H_505_684, 0.5, 1, 0.497772870056, 0.498661898382, 0.5, 0.5, 76.75834, 0.473760279047, 72.195842, 0.5, 0.501116241784, 0.495321249513, 0.495993790831, 0.5, 0.368561717, 0.499775653261, 0.329588694, 0.497329247309, 0.497329247309, 0.498214624837
H_505_685, 0.5, 0, 0.515380026753, 0.516328479244, 0.5, 0.5, 76.75834, 0.525960007319, 81.272114, 0.5, 0.511123226776, 0.510514426649, 0.505879803725, 0.5, 0.368561717, 0.500523348762, 0.459476742, 0.509768128114, 0.512090731723, 0.513753066015
H_505_734, 0.5, 0, 0.524074855108, 0.528071471137, 0.5, 0.5, 76.75834, 0.5264300585, 81.353995, 0.5, 0.525707670568, 0.501349607868, 0.506337096986, 0.5, 0.368561717, 0.500646392598, 0.480851675, 0.516090989455, 0.517998148917, 0.52387574683
H_505_747, 0.5, 0, 0.528831551145, 0.531909464271, 0.5, 0.5, 76.75834, 0.526404921317, 81.349616, 0.5, 0.529721173927, 0.525472391241, 0.518047471353, 0.5, 0.368561717, 0.500694288959, 0.48917214, 0.517519786321, 0.519198808558, 0.524619248601
H_505_759, 0.5, 1, 0.496886210079, 0.497107655908, 0.5, 0.5, 76.75834, 0.465354670657, 70.73017, 0.5, 0.498000317824, 0.495985561555, 0.496215087655, 0.5, 0.368561717, 0.499883981466, 0.348407233, 0.497107655908, 0.497107655908, 0.49666039537
H_505_773, 0.5, 0, 0.498661898382, 0.498217084857, 0.5, 0.5, 76.75834, 0.493002342454, 75.542643, 0.5, 0.499109761758, 0.497540803149, 0.498213383074, 0.5, 0.368561717, 0.49973482013, 0.322495251, 0.499107317432, 0.499553348945, 0.499329319031
H_505_804, 0.5, 1, 0.516804224232, 0.520648896442, 0.5, 0.5, 76.75834, 0.524763774912, 81.063771, 0.5, 0.514386825226, 0.511214875629, 0.503151487328, 0.5, 0.368561717, 0.500510695558, 0.457278653, 0.510926757334, 0.511624488152, 0.516119423429
H_505_805, 0.5, 0, 0.56348390734, 0.563109515798, 0.5, 0.5, 76.75834, 0.574916193183, 89.871338, 0.5, 0.564362000078, 0.562538707409, 0.564349160189, 0.5, 0.368561717, 0.500949679961, 0.533538222, 0.56348390734, 0.564240820739, 0.563420952615
H_505_827, 0.5, 0, 0.55543293228, 0.550049189194, 0.5, 0.5, 76.75834, 0.57098130987, 89.172908, 0.5, 0.550932769457, 0.560678234714, 0.559896912384, 0.5, 0.368561717, 0.500939830176, 0.531827133, 0.560203078048, 0.55543293228, 0.548693209945
H_506_508, 0.5, 0, 0.49860840292, 0.497669663569, 0.5, 0.5, 80.692808, 0.49248487068, 79.387198, 0.5, 0.499306437319, 0.507277088124, 0.499320840963, 0.5, 0.460270185, 0.499964736399, 0.45414427, 0.498854174787, 0.49747481565, 0.49673745602
H_506_514, 0.5, 1, 0.487948679194, 0.486761887673, 0.5, 0.5, 80.692808, 0.458568608727, 73.478897, 0.5, 0.488663069694, 0.50022468565, 0.493054036684, 0.5, 0.460270185, 0.499593999927, 0.389740733, 0.490070556494, 0.488476571336, 0.484958258274
H_506_525, 0.5, 1, 0.518460540184, 0.521771402684, 0.5, 0.5, 80.692808, 0.508160506093, 82.110559, 0.5, 0.517586674651, 0.511927582423, 0.508752314123, 0.5, 0.460270185, 0.500100972632, 0.477810928, 0.514194603469, 0.5172525386, 0.51559515105
H_506_593, 0.5, 0, 0.509984898711, 0.512040792008, 0.5, 0.5, 80.692808, 0.49861311626, 80.451881, 0.5, 0.506809365565, 0.518114995233, 0.509221436239, 0.5, 0.460270185, 0.500142910487, 0.48509628, 0.502306721007, 0.500692935604, 0.502595685767
H_506_598, 0.5, 0, 0.507564920533, 0.505691205805, 0.5, 0.5, 80.692808, 0.506769100228, 81.868793, 0.5, 0.510173147477, 0.523004737382, 0.517840850643, 0.5, 0.460270185, 0.500028335814, 0.46519262, 0.511521896215, 0.50844972211, 0.50666935446
H_506_605, 0.5, 1, 0.510961331778, 0.506896202755, 0.5, 0.5, 80.692808, 0.505009250178, 81.563033, 0.5, 0.508965487224, 0.536714817588, 0.522798528351, 0.5, 0.460270185, 0.499973589856, 0.455682273, 0.511763383301, 0.511097062836, 0.505222458232
H_506_608, 0.5, 1, 0.49447803217, 0.494214293338, 0.5, 0.5, 80.692808, 0.482932309167, 77.726694, 0.5, 0.496322132084, 0.501350607866, 0.49594801673, 0.5, 0.460270185, 0.499834689461, 0.431552802, 0.494092438195, 0.493166811866, 0.493059921206
H_506_632, 0.5, 0, 0.495618954524, 0.493985548586, 0.5, 0.5, 80.692808, 0.494323911077, 79.706728, 0.5, 0.495183050341, 0.505211357128, 0.500680757469, 0.5, 0.460270185, 0.499820736096, 0.429128854, 0.497030783482, 0.496562398538, 0.495813173767
H_506_674, 0.5, 0, 0.549176108261, 0.540487643067, 0.5, 0.5, 80.692808, 0.556767887013, 90.597104, 0.5, 0.547884605712, 0.573403573381, 0.56746424674, 0.5, 0.460270185, 0.500352899906, 0.521575188, 0.556814904763, 0.553414003097, 0.5485358527
H_506_685, 0.5, 0, 0.504223808003, 0.503539672757, 0.5, 0.5, 80.692808, 0.503334703955, 81.272114, 0.5, 0.500231609887, 0.510290002106, 0.502275581439, 0.5, 0.460270185, 0.499995432575, 0.459476742, 0.501843721349, 0.503016617536, 0.500940453721
H_506_734, 0.5, 0, 0.512929631067, 0.515301685663, 0.5, 0.5, 80.692808, 0.503806024811, 81.353995, 0.5, 0.514832553958, 0.501125087521, 0.502732931489, 0.5, 0.460270185, 0.500118476578, 0.480851675, 0.508170179253, 0.508928544285, 0.511076025422
H_506_773, 0.5, 0, 0.487503526336, 0.48542665052, 0.5, 0.5, 80.692808, 0.470387961477, 75.542643, 0.5, 0.488218489574, 0.497316287365, 0.494609106742, 0.5, 0.460270185, 0.499206904392, 0.322495251, 0.491182589276, 0.490478065111, 0.486516507311
H_506_800, 0.5, 0, 0.550617567503, 0.553176595614, 0.5, 0.5, 80.692808, 0.5421951562, 88.040333, 0.5, 0.557955148793, 0.564642787887, 0.547048175054, 0.5, 0.460270185, 0.500525534512, 0.551564914, 0.546935335918, 0.551955219357, 0.556848890257
H_506_804, 0.5, 1, 0.505649343262, 0.507865442809, 0.5, 0.5, 80.692808, 0.502135421701, 81.063771, 0.5, 0.503497288161, 0.510990464613, 0.499547051553, 0.5, 0.460270185, 0.499982779358, 0.457278653, 0.503002819772, 0.502550126053, 0.503308881921
H_506_819, 0.5, 0, 0.516175524701, 0.514795824736, 0.5, 0.5, 80.692808, 0.518605704522, 83.926443, 0.5, 0.516831078472, 0.513813096236, 0.518330566447, 0.5, 0.460270185, 0.500229153206, 0.500078177, 0.515915103783, 0.516752254218, 0.519462460879
H_507_517, 0.5, 1, 0.495294978385, 0.49485050258, 0.5, 0.5, 76.387999, 0.478042002103, 72.571049, 0.5, 0.495954001353, 0.495517443499, 0.499332095204, 0.5, 0.410264321, 0.499795082004, 0.374666417, 0.496646507567, 0.49732004919, 0.498213383074
H_507_524, 0.5, 0, 0.521927805355, 0.521431547792, 0.5, 0.5, 76.387999, 0.53646836613, 82.734473, 0.5, 0.525784330715, 0.512949079949, 0.515799129122, 0.5, 0.410264321, 0.50036276428, 0.473282942, 0.519344583444, 0.521481797544, 0.526143191391
H_507_528, 0.5, 0, 0.542747953542, 0.543628709582, 0.5, 0.5, 76.387999, 0.556593070951, 86.261531, 0.5, 0.546877174803, 0.538458816195, 0.532798409785, 0.5, 0.410264321, 0.500652058704, 0.523538584, 0.536491336048, 0.543021280015, 0.547868038129
H_507_533, 0.5, 0, 0.516540586253, 0.51678223102, 0.5, 0.5, 76.387999, 0.530811658035, 81.747323, 0.5, 0.519273852487, 0.519460010978, 0.51769584499, 0.5, 0.410264321, 0.500292721018, 0.461115176, 0.514537235293, 0.517119745229, 0.520221577995
H_507_555, 0.5, 1, 0.512949079949, 0.512001290487, 0.5, 0.5, 76.387999, 0.527185287693, 81.115229, 0.5, 0.515863186636, 0.51176496321, 0.518889617515, 0.5, 0.410264321, 0.500227314736, 0.449752938, 0.512408311763, 0.514498393093, 0.515658011561
H_507_567, 0.5, 1, 0.500678111326, 0.500451900734, 0.5, 0.5, 76.387999, 0.512504757795, 78.560751, 0.5, 0.502043916125, 0.519950920794, 0.511586850097, 0.5, 0.410264321, 0.500058843126, 0.420486419, 0.5029363033, 0.504291639758, 0.504058047493
