Id,Result
N_512_821,-1
N_512_822,-1
N_512_825,-1
N_512_829,-1
N_512_835,-1
N_512_839,-1
N_512_840,-1
N_512_843,-1
N_512_849,-1
N_512_853,-1
N_524_527,-1
N_524_535,-1
N_524_536,-1
N_524_539,-1
N_524_547,-1
N_524_551,-1
N_524_552,-1
N_524_559,-1
N_524_561,-1
N_524_565,-1
N_524_569,-1
N_524_577,0
N_524_586,-1
N_524_595,-1
N_524_607,-1
N_524_623,-1
N_524_636,-1
N_524_651,-1
N_524_655,-1
N_524_660,-1
N_524_662,-1
N_524_666,-1
N_524_670,-1
N_524_671,-1
N_524_673,-1
N_524_675,-1
N_524_676,-1
N_524_682,-1
N_524_683,-1
N_524_689,-1
N_524_708,-1
N_524_714,-1
N_524_720,-1
N_524_721,-1
N_524_722,-1
N_524_731,-1
N_524_733,-1
N_524_738,-1
N_524_740,-1
N_524_745,-1
N_524_765,-1
N_524_766,-1
N_524_786,-1
N_524_789,-1
N_524_790,-1
N_524_793,-1
N_524_794,-1
N_524_810,-1
N_524_818,-1
N_524_821,-1
N_524_822,-1
N_524_825,-1
N_524_829,-1
N_524_835,-1
N_524_839,-1
N_524_840,-1
N_524_843,-1
N_524_849,-1
N_524_853,-1
N_527_535,-1
N_527_536,-1
N_527_539,-1
N_527_547,-1
N_527_551,-1
N_527_552,-1
N_527_559,-1
N_527_561,-1
N_527_565,-1
N_527_569,-1
N_527_577,-1
N_527_586,-1
N_527_595,-1
N_527_607,-1
N_527_623,-1
N_527_636,-1
N_527_651,-1
N_527_655,-1
N_527_660,-1
N_527_662,-1
N_527_666,-1
N_527_670,-1
N_527_671,-1
N_527_673,-1
N_527_675,-1
N_527_676,-1
N_527_682,-1
N_527_683,-1
N_527_689,-1
N_527_708,-1
N_527_714,-1
N_527_720,-1
N_527_721,-1
N_527_722,-1
N_527_731,-1
N_527_733,-1
N_527_738,-1
N_527_740,-1
N_527_745,-1
N_527_765,-1
N_527_766,-1
N_527_786,-1
N_527_789,-1
N_527_790,-1
N_527_793,-1
N_527_794,-1
N_527_810,-1
N_527_818,0
N_527_821,-1
N_527_822,-1
N_527_825,-1
N_527_829,-1
N_527_835,-1
N_527_839,-1
N_527_840,-1
N_527_843,-1
N_527_849,-1
N_527_853,-1
N_535_536,-1
N_535_539,-1
N_535_547,-1
N_535_551,-1
N_535_552,-1
N_535_559,-1
N_535_561,-1
N_535_565,-1
N_535_569,-1
N_535_577,-1
N_535_586,-1
N_535_595,-1
N_535_607,-1
N_535_623,-1
N_535_636,-1
N_535_651,-1
N_535_655,0
N_535_660,-1
N_535_662,-1
N_535_666,-1
N_535_670,-1
N_535_671,-1
N_535_673,-1
N_535_675,-1
N_535_676,-1
N_535_682,-1
N_535_683,-1
N_535_689,-1
N_535_708,-1
N_535_714,-1
N_535_720,-1
N_535_721,-1
N_535_722,-1
N_535_731,-1
N_535_733,-1
N_535_738,-1
N_535_740,-1
N_535_745,-1
N_535_765,-1
N_535_766,-1
N_535_786,-1
N_535_789,-1
N_535_790,-1
N_535_793,-1
N_535_794,-1
N_535_810,-1
N_535_818,-1
N_535_821,-1
N_535_822,-1
N_535_825,-1
N_535_829,-1
N_535_835,-1
N_535_839,-1
N_535_840,-1
N_535_843,-1
N_535_849,-1
N_535_853,-1
N_536_539,-1
N_536_547,-1
N_536_551,-1
N_536_552,-1
N_536_559,-1
N_536_561,-1
N_536_565,-1
N_536_569,-1
N_536_577,-1
N_536_586,-1
N_536_595,-1
N_536_607,-1
N_536_623,-1
N_536_636,-1
N_536_651,-1
N_536_655,-1
N_536_660,-1
N_536_662,-1
N_536_666,-1
N_536_670,-1
N_536_671,-1
N_536_673,-1
N_536_675,-1
N_536_676,-1
N_536_682,-1
N_536_683,-1
N_536_689,-1
N_536_708,-1
N_536_714,-1
N_536_720,-1
N_536_721,-1
N_536_722,-1
N_536_731,-1
N_536_733,-1
N_536_738,-1
N_536_740,-1
N_536_745,-1
N_536_765,-1
N_536_766,-1
N_536_786,-1
N_536_789,-1
N_536_790,-1
N_536_793,-1
N_536_794,0
N_536_810,-1
N_536_818,-1
N_536_821,-1
N_536_822,-1
N_536_825,-1
N_536_829,-1
N_536_835,-1
N_536_839,-1
N_536_840,-1
N_536_843,-1
N_536_849,-1
N_536_853,-1
N_539_547,-1
N_539_551,-1
N_539_552,-1
N_539_559,-1
N_539_561,-1
N_539_565,-1
N_539_569,-1
N_539_577,-1
N_539_586,-1
N_539_595,-1
N_539_607,-1
N_539_623,-1
N_539_636,-1
N_539_651,-1
N_539_655,-1
N_539_660,-1
N_539_662,0
N_539_666,-1
N_539_670,-1
N_539_671,-1
N_539_673,-1
N_539_675,-1
N_539_676,-1
N_539_682,-1
N_539_683,-1
N_539_689,-1
N_539_708,-1
N_539_714,-1
N_539_720,-1
N_539_721,-1
N_539_722,-1
N_539_731,-1
N_539_733,-1
N_539_738,-1
N_539_740,-1
N_539_745,-1
N_539_765,-1
N_539_766,-1
N_539_786,-1
N_539_789,-1
N_539_790,-1
N_539_793,-1
N_539_794,-1
N_539_810,-1
N_539_818,-1
N_539_821,-1
N_539_822,-1
N_539_825,-1
N_539_829,-1
N_539_835,-1
N_539_839,-1
N_539_840,-1
N_539_843,-1
N_539_849,-1
N_539_853,-1
N_547_551,-1
N_547_552,-1
N_547_559,0
N_547_561,-1
N_547_565,-1
N_547_569,-1
N_547_577,-1
N_547_586,-1
N_547_595,-1
N_547_607,-1
N_547_623,-1
N_547_636,-1
N_547_651,-1
N_547_655,-1
N_547_660,-1
N_547_662,-1
N_547_666,-1
N_547_670,-1
N_547_671,-1
N_547_673,-1
N_547_675,-1
N_547_676,-1
N_547_682,-1
N_547_683,-1
N_547_689,-1
N_547_708,-1
N_547_714,-1
N_547_720,-1
N_547_721,-1
N_547_722,-1
N_547_731,-1
N_547_733,-1
N_547_738,-1
N_547_740,-1
N_547_745,-1
N_547_765,-1
N_547_766,-1
N_547_786,-1
N_547_789,-1
N_547_790,-1
N_547_793,-1
N_547_794,-1
N_547_810,-1
N_547_818,-1
N_547_821,-1
N_547_822,-1
N_547_825,-1
N_547_829,-1
N_547_835,-1
N_547_839,-1
N_547_840,-1
N_547_843,-1
N_547_849,-1
N_547_853,-1
N_551_552,-1
N_551_559,-1
N_551_561,-1
N_551_565,-1
N_551_569,-1
N_551_577,-1
N_551_586,-1
N_551_595,-1
N_551_607,-1
N_551_623,-1
N_551_636,-1
N_551_651,-1
N_551_655,-1
N_551_660,-1
N_551_662,-1
N_551_666,-1
N_551_670,0
N_551_671,-1
N_551_673,-1
N_551_675,-1
N_551_676,-1
N_551_682,-1
N_551_683,-1
N_551_689,-1
N_551_708,-1
N_551_714,-1
N_551_720,-1
N_551_721,-1
N_551_722,-1
N_551_731,-1
N_551_733,-1
N_551_738,-1
N_551_740,-1
N_551_745,-1
N_551_765,-1
N_551_766,-1
N_551_786,-1
N_551_789,-1
N_551_790,-1
N_551_793,-1
N_551_794,-1
N_551_810,-1
N_551_818,-1
N_551_821,-1
N_551_822,-1
N_551_825,-1
N_551_829,-1
N_551_835,-1
N_551_839,-1
N_551_840,-1
N_551_843,-1
N_551_849,-1
N_551_853,-1
N_552_559,-1
N_552_561,-1
N_552_565,-1
N_552_569,-1
N_552_577,-1
N_552_586,-1
N_552_595,-1
N_552_607,-1
N_552_623,-1
N_552_636,-1
N_552_651,-1
N_552_655,-1
N_552_660,-1
N_552_662,-1
N_552_666,-1
N_552_670,-1
N_552_671,-1
N_552_673,-1
N_552_675,-1
N_552_676,-1
N_552_682,-1
N_552_683,-1
N_552_689,-1
N_552_708,-1
N_552_714,-1
N_552_720,-1
N_552_721,-1
N_552_722,-1
N_552_731,-1
N_552_733,-1
N_552_738,-1
N_552_740,-1
N_552_745,-1
N_552_765,-1
N_552_766,-1
N_552_786,-1
N_552_789,-1
N_552_790,-1
N_552_793,-1
N_552_794,-1
N_552_810,-1
N_552_818,-1
N_552_821,-1
N_552_822,-1
N_552_825,-1
N_552_829,-1
N_552_835,-1
N_552_839,1
N_552_840,-1
N_552_843,-1
N_552_849,-1
N_552_853,-1
N_559_561,-1
N_559_565,-1
N_559_569,-1
N_559_577,-1
N_559_586,-1
N_559_595,-1
N_559_607,-1
N_559_623,-1
N_559_636,-1
N_559_651,-1
N_559_655,-1
N_559_660,-1
N_559_662,-1
N_559_666,-1
N_559_670,-1
N_559_671,0
N_559_673,-1
N_559_675,-1
N_559_676,1
N_559_682,-1
N_559_683,-1
N_559_689,-1
N_559_708,-1
N_559_714,-1
N_559_720,-1
N_559_721,-1
N_559_722,-1
N_559_731,-1
N_559_733,-1
N_559_738,1
N_559_740,-1
N_559_745,-1
N_559_765,-1
N_559_766,-1
N_559_786,-1
N_559_789,-1
N_559_790,-1
N_559_793,-1
N_559_794,1
N_559_810,-1
N_559_818,-1
N_559_821,-1
N_559_822,-1
N_559_825,-1
N_559_829,-1
N_559_835,-1
N_559_839,-1
N_559_840,-1
N_559_843,-1
N_559_849,-1
N_559_853,-1
N_561_565,-1
N_561_569,-1
N_561_577,-1
N_561_586,-1
N_561_595,-1
N_561_607,-1
N_561_623,-1
N_561_636,-1
N_561_651,-1
N_561_655,-1
N_561_660,-1
N_561_662,-1
N_561_666,-1
N_561_670,-1
N_561_671,-1
N_561_673,-1
N_561_675,-1
N_561_676,0
N_561_682,-1
N_561_683,-1
N_561_689,-1
N_561_708,-1
N_561_714,-1
N_561_720,-1
N_561_721,-1
N_561_722,-1
N_561_731,-1
N_561_733,-1
N_561_738,-1
N_561_740,-1
N_561_745,-1
N_561_765,-1
N_561_766,-1
N_561_786,-1
N_561_789,-1
N_561_790,-1
N_561_793,-1
N_561_794,-1
N_561_810,-1
N_561_818,-1
N_561_821,-1
N_561_822,-1
N_561_825,-1
N_561_829,-1
N_561_835,-1
N_561_839,-1
N_561_840,-1
N_561_843,-1
N_561_849,-1
N_561_853,-1
N_565_569,-1
N_565_577,-1
N_565_586,-1
N_565_595,-1
N_565_607,-1
N_565_623,-1
N_565_636,-1
N_565_651,-1
N_565_655,-1
N_565_660,-1
N_565_662,-1
N_565_666,0
N_565_670,-1
N_565_671,-1
N_565_673,-1
N_565_675,-1
N_565_676,-1
N_565_682,-1
N_565_683,-1
N_565_689,-1
N_565_708,-1
N_565_714,-1
N_565_720,-1
N_565_721,-1
N_565_722,-1
N_565_731,-1
N_565_733,-1
N_565_738,-1
N_565_740,-1
N_565_745,-1
N_565_765,-1
N_565_766,-1
N_565_786,-1
N_565_789,-1
N_565_790,-1
N_565_793,-1
N_565_794,-1
N_565_810,-1
N_565_818,-1
N_565_821,-1
N_565_822,-1
N_565_825,-1
N_565_829,-1
N_565_835,-1
N_565_839,-1
N_565_840,-1
N_565_843,-1
N_565_849,-1
N_565_853,-1
N_569_577,-1
N_569_586,-1
N_569_595,-1
N_569_607,-1
N_569_623,-1
N_569_636,0
N_569_651,-1
N_569_655,-1
N_569_660,-1
N_569_662,-1
N_569_666,-1
N_569_670,-1
N_569_671,-1
N_569_673,-1
N_569_675,-1
N_569_676,-1
N_569_682,-1
N_569_683,-1
N_569_689,-1
N_569_708,-1
N_569_714,-1
N_569_720,-1
N_569_721,-1
N_569_722,-1
N_569_731,-1
N_569_733,-1
N_569_738,-1
N_569_740,-1
N_569_745,-1
N_569_765,-1
N_569_766,-1
N_569_786,-1
N_569_789,-1
N_569_790,-1
N_569_793,-1
N_569_794,-1
N_569_810,-1
N_569_818,-1
N_569_821,-1
N_569_822,-1
N_569_825,-1
N_569_829,-1
N_569_835,-1
N_569_839,-1
N_569_840,-1
N_569_843,1
N_569_849,-1
N_569_853,-1
N_577_586,-1
N_577_595,-1
N_577_607,-1
N_577_623,-1
N_577_636,-1
N_577_651,-1
N_577_655,-1
N_577_660,-1
N_577_662,-1
N_577_666,-1
N_577_670,-1
N_577_671,-1
N_577_673,-1
N_577_675,-1
N_577_676,-1
N_577_682,-1
N_577_683,-1
N_577_689,-1
N_577_708,-1
N_577_714,-1
N_577_720,-1
N_577_721,-1
N_577_722,-1
N_577_731,-1
N_577_733,-1
N_577_738,-1
N_577_740,-1
N_577_745,-1
N_577_765,-1
N_577_766,-1
N_577_786,-1
N_577_789,-1
N_577_790,-1
N_577_793,1
N_577_794,-1
N_577_810,-1
N_577_818,-1
N_577_821,-1
N_577_822,-1
N_577_825,-1
N_577_829,0
N_577_835,-1
N_577_839,-1
N_577_840,-1
N_577_843,-1
N_577_849,-1
N_577_853,-1
N_586_595,-1
N_586_607,-1
N_586_623,-1
N_586_636,-1
N_586_651,-1
N_586_655,-1
N_586_660,-1
N_586_662,-1
N_586_666,-1
N_586_670,-1
N_586_671,-1
N_586_673,-1
N_586_675,-1
N_586_676,-1
N_586_682,-1
N_586_683,-1
N_586_689,-1
N_586_708,-1
N_586_714,-1
N_586_720,-1
N_586_721,-1
N_586_722,-1
N_586_731,0
N_586_733,-1
N_586_738,-1
N_586_740,-1
N_586_745,-1
N_586_765,-1
N_586_766,-1
N_586_786,-1
N_586_789,-1
N_586_790,-1
N_586_793,-1
N_586_794,-1
N_586_810,-1
N_586_818,-1
N_586_821,-1
N_586_822,-1
N_586_825,-1
N_586_829,-1
N_586_835,-1
N_586_839,-1
N_586_840,-1
N_586_843,-1
N_586_849,-1
N_586_853,-1
N_595_607,-1
N_595_623,-1
N_595_636,-1
N_595_651,-1
N_595_655,-1
N_595_660,-1
N_595_662,-1
N_595_666,-1
N_595_670,-1
N_595_671,-1
N_595_673,-1
N_595_675,-1
N_595_676,-1
N_595_682,-1
N_595_683,-1
N_595_689,-1
N_595_708,-1
N_595_714,-1
N_595_720,-1
N_595_721,-1
N_595_722,-1
N_595_731,-1
N_595_733,-1
N_595_738,-1
N_595_740,-1
N_595_745,-1
N_595_765,-1
N_595_766,-1
N_595_786,-1
N_595_789,-1
N_595_790,-1
N_595_793,-1
N_595_794,-1
N_595_810,-1
N_595_818,-1
N_595_821,-1
N_595_822,-1
N_595_825,-1
N_595_829,-1
N_595_835,-1
N_595_839,-1
N_595_840,-1
N_595_843,-1
N_595_849,0
N_595_853,-1
N_607_623,-1
N_607_636,-1
N_607_651,-1
N_607_655,-1
N_607_660,-1
N_607_662,-1
N_607_666,-1
N_607_670,-1
N_607_671,-1
N_607_673,-1
N_607_675,-1
N_607_676,-1
N_607_682,-1
N_607_683,-1
N_607_689,-1
N_607_708,0
N_607_714,-1
N_607_720,-1
N_607_721,-1
N_607_722,-1
N_607_731,-1
N_607_733,-1
N_607_738,-1
N_607_740,-1
N_607_745,-1
N_607_765,-1
N_607_766,-1
N_607_786,-1
N_607_789,-1
N_607_790,-1
N_607_793,-1
N_607_794,-1
N_607_810,-1
N_607_818,-1
N_607_821,-1
N_607_822,-1
N_607_825,-1
N_607_829,-1
N_607_835,1
N_607_839,-1
N_607_840,-1
N_607_843,-1
N_607_849,-1
N_607_853,-1
N_623_636,-1
N_623_651,-1
N_623_655,-1
N_623_660,-1
N_623_662,-1
N_623_666,-1
N_623_670,-1
N_623_671,-1
N_623_673,-1
N_623_675,-1
N_623_676,-1
N_623_682,-1
N_623_683,-1
N_623_689,-1
N_623_708,-1
N_623_714,-1
N_623_720,-1
N_623_721,-1
N_623_722,-1
N_623_731,-1
N_623_733,-1
N_623_738,-1
N_623_740,-1
N_623_745,-1
N_623_765,-1
N_623_766,-1
N_623_786,-1
N_623_789,-1
N_623_790,-1
N_623_793,-1
N_623_794,-1
N_623_810,-1
N_623_818,-1
N_623_821,-1
N_623_822,-1
N_623_825,-1
N_623_829,-1
N_623_835,0
N_623_839,-1
N_623_840,-1
N_623_843,-1
N_623_849,-1
N_623_853,-1
N_636_651,-1
N_636_655,-1
N_636_660,-1
N_636_662,-1
N_636_666,-1
N_636_670,-1
N_636_671,0
N_636_673,-1
N_636_675,-1
N_636_676,-1
N_636_682,-1
N_636_683,-1
N_636_689,1
N_636_708,-1
N_636_714,-1
N_636_720,-1
N_636_721,-1
N_636_722,-1
N_636_731,-1
N_636_733,-1
N_636_738,-1
N_636_740,-1
N_636_745,-1
N_636_765,-1
N_636_766,-1
N_636_786,-1
N_636_789,-1
N_636_790,-1
N_636_793,-1
N_636_794,-1
N_636_810,-1
N_636_818,-1
N_636_821,-1
N_636_822,-1
N_636_825,-1
N_636_829,-1
N_636_835,-1
N_636_839,-1
N_636_840,-1
N_636_843,-1
N_636_849,-1
N_636_853,-1
N_651_655,-1
N_651_660,-1
N_651_662,-1
N_651_666,-1
N_651_670,-1
N_651_671,0
N_651_673,-1
N_651_675,-1
N_651_676,-1
N_651_682,1
N_651_683,-1
N_651_689,-1
N_651_708,-1
N_651_714,-1
N_651_720,-1
N_651_721,-1
N_651_722,-1
N_651_731,-1
N_651_733,-1
N_651_738,-1
N_651_740,-1
N_651_745,-1
N_651_765,-1
N_651_766,1
N_651_786,-1
N_651_789,-1
N_651_790,-1
N_651_793,-1
N_651_794,-1
N_651_810,-1
N_651_818,-1
N_651_821,-1
N_651_822,-1
N_651_825,-1
N_651_829,-1
N_651_835,-1
N_651_839,-1
N_651_840,-1
N_651_843,-1
N_651_849,-1
N_651_853,-1
N_655_660,-1
N_655_662,-1
N_655_666,-1
N_655_670,-1
N_655_671,-1
N_655_673,-1
N_655_675,-1
N_655_676,-1
N_655_682,-1
N_655_683,-1
N_655_689,-1
N_655_708,0
N_655_714,-1
N_655_720,-1
N_655_721,-1
N_655_722,-1
N_655_731,-1
N_655_733,-1
N_655_738,-1
N_655_740,-1
N_655_745,-1
N_655_765,-1
N_655_766,-1
N_655_786,-1
N_655_789,-1
N_655_790,-1
N_655_793,-1
N_655_794,-1
N_655_810,-1
N_655_818,-1
N_655_821,-1
N_655_822,-1
N_655_825,-1
N_655_829,-1
N_655_835,-1
N_655_839,-1
N_655_840,-1
N_655_843,-1
N_655_849,-1
N_655_853,-1
N_660_662,-1
N_660_666,-1
N_660_670,-1
N_660_671,-1
N_660_673,-1
N_660_675,-1
N_660_676,0
N_660_682,-1
N_660_683,-1
N_660_689,-1
N_660_708,-1
N_660_714,-1
N_660_720,-1
N_660_721,-1
N_660_722,-1
N_660_731,-1
N_660_733,-1
N_660_738,-1
N_660_740,-1
N_660_745,-1
N_660_765,-1
N_660_766,-1
N_660_786,-1
N_660_789,-1
N_660_790,-1
N_660_793,-1
N_660_794,-1
N_660_810,-1
N_660_818,-1
N_660_821,-1
N_660_822,1
N_660_825,-1
N_660_829,-1
N_660_835,-1
N_660_839,-1
N_660_840,-1
N_660_843,-1
N_660_849,-1
N_660_853,-1
N_662_666,0
N_662_670,-1
N_662_671,-1
N_662_673,-1
N_662_675,-1
N_662_676,-1
N_662_682,-1
N_662_683,-1
N_662_689,-1
N_662_708,-1
N_662_714,-1
N_662_720,-1
N_662_721,-1
N_662_722,-1
N_662_731,-1
N_662_733,-1
N_662_738,-1
N_662_740,-1
N_662_745,-1
N_662_765,-1
N_662_766,-1
N_662_786,-1
N_662_789,-1
N_662_790,-1
N_662_793,-1
N_662_794,-1
N_662_810,-1
N_662_818,-1
N_662_821,-1
N_662_822,-1
N_662_825,-1
N_662_829,-1
N_662_835,-1
N_662_839,-1
N_662_840,-1
N_662_843,-1
N_662_849,-1
N_662_853,-1
N_666_670,-1
N_666_671,-1
N_666_673,-1
N_666_675,-1
N_666_676,0
N_666_682,-1
N_666_683,-1
N_666_689,-1
N_666_708,-1
N_666_714,-1
N_666_720,-1
N_666_721,-1
N_666_722,-1
N_666_731,-1
N_666_733,-1
N_666_738,-1
N_666_740,-1
N_666_745,-1
N_666_765,-1
N_666_766,-1
N_666_786,-1
N_666_789,-1
N_666_790,-1
N_666_793,-1
N_666_794,-1
N_666_810,-1
N_666_818,-1
N_666_821,-1
N_666_822,-1
N_666_825,-1
N_666_829,-1
N_666_835,-1
N_666_839,-1
N_666_840,-1
N_666_843,-1
N_666_849,-1
N_666_853,-1
N_670_671,-1
N_670_673,-1
N_670_675,-1
N_670_676,-1
N_670_682,-1
N_670_683,-1
N_670_689,-1
N_670_708,-1
N_670_714,-1
N_670_720,-1
N_670_721,0
N_670_722,-1
N_670_731,-1
N_670_733,-1
N_670_738,-1
N_670_740,-1
N_670_745,-1
N_670_765,-1
N_670_766,-1
N_670_786,-1
N_670_789,-1
N_670_790,-1
N_670_793,-1
N_670_794,-1
N_670_810,-1
N_670_818,-1
N_670_821,-1
N_670_822,-1
N_670_825,-1
N_670_829,-1
N_670_835,-1
N_670_839,-1
N_670_840,-1
N_670_843,-1
N_670_849,-1
N_670_853,-1
N_671_673,-1
N_671_675,-1
N_671_676,-1
N_671_682,-1
N_671_683,-1
N_671_689,-1
N_671_708,0
N_671_714,-1
N_671_720,-1
N_671_721,-1
N_671_722,-1
N_671_731,-1
N_671_733,-1
N_671_738,-1
N_671_740,-1
N_671_745,1
N_671_765,-1
N_671_766,-1
N_671_786,-1
N_671_789,-1
N_671_790,-1
N_671_793,-1
N_671_794,-1
N_671_810,-1
N_671_818,1
N_671_821,-1
N_671_822,-1
N_671_825,-1
N_671_829,-1
N_671_835,-1
N_671_839,-1
N_671_840,-1
N_671_843,-1
N_671_849,-1
N_671_853,-1
N_673_675,-1
N_673_676,-1
N_673_682,-1
N_673_683,-1
N_673_689,-1
N_673_708,-1
N_673_714,-1
N_673_720,-1
N_673_721,-1
N_673_722,-1
N_673_731,-1
N_673_733,-1
N_673_738,-1
N_673_740,-1
N_673_745,-1
N_673_765,-1
N_673_766,-1
N_673_786,-1
N_673_789,-1
N_673_790,-1
N_673_793,0
N_673_794,-1
N_673_810,-1
N_673_818,-1
N_673_821,-1
N_673_822,-1
N_673_825,-1
N_673_829,-1
N_673_835,-1
N_673_839,-1
N_673_840,-1
N_673_843,-1
N_673_849,-1
N_673_853,-1
N_675_676,-1
N_675_682,-1
N_675_683,-1
N_675_689,-1
N_675_708,-1
N_675_714,-1
N_675_720,-1
N_675_721,-1
N_675_722,-1
N_675_731,-1
N_675_733,-1
N_675_738,-1
N_675_740,-1
N_675_745,-1
N_675_765,-1
N_675_766,-1
N_675_786,-1
N_675_789,-1
N_675_790,-1
N_675_793,-1
N_675_794,-1
N_675_810,-1
N_675_818,-1
N_675_821,-1
N_675_822,-1
N_675_825,-1
N_675_829,-1
N_675_835,-1
N_675_839,-1
N_675_840,0
N_675_843,-1
N_675_849,-1
N_675_853,-1
N_676_682,-1
N_676_683,-1
N_676_689,-1
N_676_708,-1
N_676_714,-1
N_676_720,-1
N_676_721,-1
